strain,length,width,phase
phoQ,33.839684,10.149164,exp
phoQ,50.912266,10.1623335,exp
phoQ,59.70906,10.173213,exp
phoQ,66.00912,10.174978,exp
phoQ,15.2092905,10.182462,exp
phoQ,51.165283,10.187977,exp
phoQ,41.91268,10.192127,exp
phoQ,67.98244,10.207531,exp
phoQ,62.052113,10.219658,exp
phoQ,70.625916,10.254368,exp
phoQ,39.41157,10.270619,exp
phoQ,43.15689,10.28095,exp
phoQ,31.65127,10.2822075,exp
phoQ,51.132355,10.303102,exp
phoQ,32.98578,10.304448,exp
phoQ,68.46201,10.306412,exp
phoQ,53.572998,10.316021,exp
phoQ,34.820152,10.33318,exp
phoQ,47.10159,10.333371,exp
phoQ,33.606586,10.341945,exp
phoQ,38.086483,10.343067,exp
phoQ,60.06601,10.344304,exp
phoQ,50.1564,10.376265,exp
phoQ,18.146519,10.38531,exp
phoQ,61.432426,10.395169,exp
phoQ,48.462772,10.408249,exp
phoQ,72.45317,10.409662,exp
phoQ,46.759537,10.413259,exp
phoQ,52.817574,10.419808,exp
phoQ,64.1859,10.420544,exp
phoQ,54.26724,10.4391985,exp
phoQ,46.534946,10.444183,exp
phoQ,47.311417,10.449826,exp
phoQ,59.652145,10.451506,exp
phoQ,49.48714,10.4537115,exp
phoQ,26.109085,10.462711,exp
phoQ,34.989464,10.464513,exp
phoQ,43.036026,10.476262,exp
phoQ,38.594532,10.477977,exp
phoQ,35.459854,10.480869,exp
phoQ,45.11505,10.489464,exp
phoQ,34.29539,10.491579,exp
phoQ,72.73313,10.494036,exp
phoQ,46.71661,10.495184,exp
phoQ,47.953514,10.495491,exp
phoQ,31.492067,10.508559,exp
phoQ,26.823273,10.51503,exp
phoQ,54.363514,10.516373,exp
phoQ,43.236485,10.517919,exp
phoQ,14.370124,10.528385,exp
phoQ,44.262173,10.543993,exp
phoQ,46.994892,10.5739155,exp
phoQ,28.64272,10.575976,exp
phoQ,91.925766,10.580263,exp
phoQ,58.093636,10.580805,exp
phoQ,60.528545,10.586605,exp
phoQ,70.87986,10.592032,exp
phoQ,42.49544,10.592363,exp
phoQ,45.400818,10.601204,exp
phoQ,37.69484,10.603002,exp
phoQ,33.470097,10.6098585,exp
phoQ,59.539043,10.609926,exp
phoQ,41.713516,10.621457,exp
phoQ,72.88771,10.627592,exp
phoQ,40.267307,10.627805,exp
phoQ,24.997063,10.632004,exp
phoQ,42.32997,10.632026,exp
phoQ,52.705265,10.649905,exp
phoQ,38.196957,10.679446,exp
phoQ,57.886875,10.686146,exp
phoQ,65.12693,10.691846,exp
phoQ,15.8990345,10.698981,exp
phoQ,48.83037,10.699744,exp
phoQ,34.24572,10.704307,exp
phoQ,65.89767,10.707426,exp
phoQ,35.15955,10.717113,exp
phoQ,44.252804,10.719259,exp
phoQ,39.143272,10.725234,exp
phoQ,41.39021,10.728484,exp
phoQ,41.397385,10.732255,exp
phoQ,58.316933,10.734778,exp
phoQ,48.83612,10.75832,exp
phoQ,66.69494,10.766592,exp
phoQ,42.329227,10.771227,exp
phoQ,40.02277,10.783869,exp
phoQ,42.01509,10.787128,exp
phoQ,55.776627,10.794935,exp
phoQ,45.717686,10.804789,exp
phoQ,44.344646,10.805959,exp
phoQ,22.609211,10.82346,exp
phoQ,83.75694,10.826427,exp
phoQ,64.8535,10.831794,exp
phoQ,40.76228,10.833247,exp
phoQ,67.03353,10.839532,exp
phoQ,40.89941,10.851582,exp
phoQ,58.623928,10.863152,exp
phoQ,51.338932,10.865063,exp
phoQ,39.606567,10.875838,exp
phoQ,34.37143,10.894584,exp
phoQ,61.719368,10.909689,exp
phoQ,55.476418,10.915473,exp
phoQ,44.816116,10.924962,exp
phoQ,47.124943,10.94889,exp
phoQ,21.231455,10.951204,exp
phoQ,35.34038,10.953591,exp
phoQ,26.560555,10.959536,exp
phoQ,42.221806,10.971306,exp
phoQ,51.550545,10.996684,exp
phoQ,55.34195,11.0045395,exp
phoQ,37.974392,11.015555,exp
phoQ,35.46502,11.024624,exp
phoQ,30.15198,11.033081,exp
phoQ,42.51439,11.065705,exp
phoQ,37.825428,11.066404,exp
phoQ,55.142464,11.096836,exp
phoQ,44.282536,11.117356,exp
phoQ,49.382057,11.161452,exp
phoQ,77.95816,11.183082,exp
phoQ,65.83849,11.196455,exp
phoQ,39.968033,11.19799,exp
phoQ,27.867537,11.212851,exp
phoQ,33.288692,11.215678,exp
phoQ,51.9911,11.261968,exp
phoQ,35.34073,11.289466,exp
phoQ,94.40134,11.295812,exp
phoQ,22.282642,11.305282,exp
phoQ,39.43542,11.311809,exp
phoQ,51.05072,11.343844,exp
phoQ,86.410385,11.356478,exp
phoQ,63.049458,11.3912325,exp
phoQ,60.335804,11.399795,exp
phoQ,33.44373,11.402912,exp
phoQ,37.16323,11.41366,exp
phoQ,57.163303,11.421563,exp
phoQ,44.83357,11.432724,exp
phoQ,41.67328,11.46575,exp
phoQ,45.255196,11.496251,exp
phoQ,41.06961,11.518707,exp
phoQ,35.347168,11.52797,exp
phoQ,99.416214,11.55867,exp
phoQ,35.330467,11.55903,exp
phoQ,35.95131,11.584287,exp
phoQ,41.08196,11.594674,exp
phoQ,51.20893,11.61801,exp
phoQ,37.938847,11.67203,exp
phoQ,40.66028,11.723122,exp
phoQ,47.655403,11.746308,exp
phoQ,62.478184,11.756825,exp
phoQ,39.321827,11.78128,exp
phoQ,46.657837,11.801015,exp
phoQ,71.28156,11.841152,exp
phoQ,51.73857,11.859316,exp
phoQ,56.490887,11.903535,exp
phoQ,79.245834,11.925101,exp
phoQ,31.82223,11.94084,exp
phoQ,41.8286,11.998122,exp
phoQ,56.77349,12.003889,exp
phoQ,82.36499,12.01811,exp
phoQ,67.81254,12.062755,exp
phoQ,31.547314,12.067355,exp
phoQ,25.181637,12.072009,exp
phoQ,41.8384,12.094537,exp
phoQ,37.726856,12.126538,exp
phoQ,57.914703,12.248524,exp
phoQ,64.18412,12.284648,exp
phoQ,54.20123,12.378654,exp
phoQ,26.463488,12.418127,exp
phoQ,52.494656,12.449436,exp
phoQ,27.159752,12.517753,exp
phoQ,44.603294,12.57137,exp
phoQ,37.082436,12.5856495,exp
phoQ,58.922634,12.632043,exp
phoQ,22.418447,12.67814,exp
phoQ,40.915157,12.766117,exp
phoQ,51.142403,12.90537,exp
phoQ,37.800037,12.947044,exp
phoQ,62.50609,13.086662,exp
phoQ,57.700108,13.1167145,exp
phoQ,41.804634,13.122835,exp
phoQ,54.049652,13.16787,exp
phoQ,43.45352,13.257532,exp
phoQ,63.59998,13.2688675,exp
phoQ,51.12041,13.3411665,exp
phoQ,47.231194,13.353314,exp
phoQ,34.06322,13.367654,exp
phoQ,49.728325,13.381227,exp
phoQ,46.487442,13.42671,exp
phoQ,29.318863,13.597597,exp
phoQ,49.313503,13.704063,exp
phoQ,57.853767,13.805672,exp
phoQ,33.74836,14.052513,exp
phoQ,61.28485,14.1905985,exp
phoQ,43.853775,14.976646,exp
phoQ,27.968287,14.995097,exp
phoQ,78.891174,15.366458,exp
phoQ,86.00028,16.369198,exp
phoQ,45.813313,19.315264,exp
Wild_type,38.77444,6.514967,exp
Wild_type,19.601093,6.533648,exp
Wild_type,19.742874,6.6205463,exp
Wild_type,39.22748,6.6303897,exp
Wild_type,20.485132,6.647624,exp
Wild_type,31.174143,6.661351,exp
Wild_type,44.88731,6.7400813,exp
Wild_type,51.697758,6.8095913,exp
Wild_type,31.004946,6.8167214,exp
Wild_type,39.211136,6.8174915,exp
Wild_type,38.674934,6.83865,exp
Wild_type,34.04095,6.8415184,exp
Wild_type,24.635603,6.868016,exp
Wild_type,33.110027,6.88531,exp
Wild_type,31.98258,6.888526,exp
Wild_type,43.18095,6.8896985,exp
Wild_type,40.98918,6.889976,exp
Wild_type,27.098253,6.8906384,exp
Wild_type,40.225147,6.8907833,exp
Wild_type,33.872513,6.891381,exp
Wild_type,33.554996,6.892669,exp
Wild_type,32.089596,6.8945036,exp
Wild_type,50.648132,6.8947587,exp
Wild_type,15.811718,6.909693,exp
Wild_type,17.701122,6.9165993,exp
Wild_type,38.892708,6.9361205,exp
Wild_type,29.738565,6.937169,exp
Wild_type,17.756077,6.9397945,exp
Wild_type,42.947292,6.96024,exp
Wild_type,34.38107,6.9897723,exp
Wild_type,38.5656,6.9910297,exp
Wild_type,31.498888,7.0114903,exp
Wild_type,36.336704,7.019898,exp
Wild_type,29.40515,7.020029,exp
Wild_type,38.703438,7.0271645,exp
Wild_type,22.051428,7.0286813,exp
Wild_type,35.23901,7.035464,exp
Wild_type,39.8331,7.0554137,exp
Wild_type,35.675488,7.058625,exp
Wild_type,40.833275,7.060128,exp
Wild_type,34.0367,7.0641084,exp
Wild_type,17.533146,7.0670285,exp
Wild_type,26.24692,7.0765567,exp
Wild_type,24.074762,7.087566,exp
Wild_type,21.3609,7.0889072,exp
Wild_type,24.138433,7.0955462,exp
Wild_type,29.792082,7.111259,exp
Wild_type,29.44641,7.114328,exp
Wild_type,40.494835,7.1263022,exp
Wild_type,41.09301,7.130052,exp
Wild_type,19.511854,7.1330595,exp
Wild_type,22.945288,7.1556387,exp
Wild_type,39.438896,7.159314,exp
Wild_type,27.707752,7.1626377,exp
Wild_type,22.157028,7.1646357,exp
Wild_type,40.62511,7.165418,exp
Wild_type,41.62307,7.166929,exp
Wild_type,42.6116,7.1740966,exp
Wild_type,18.753853,7.181682,exp
Wild_type,37.534714,7.181794,exp
Wild_type,24.876987,7.182549,exp
Wild_type,26.919674,7.1829395,exp
Wild_type,35.47257,7.196329,exp
Wild_type,20.308609,7.2162848,exp
Wild_type,29.279896,7.22206,exp
Wild_type,30.670734,7.2220798,exp
Wild_type,30.449516,7.2351274,exp
Wild_type,48.3608,7.2378016,exp
Wild_type,32.782654,7.2398863,exp
Wild_type,36.110443,7.241648,exp
Wild_type,40.606434,7.2419834,exp
Wild_type,33.012432,7.2502337,exp
Wild_type,30.414713,7.2560954,exp
Wild_type,34.656376,7.2583227,exp
Wild_type,51.684444,7.260585,exp
Wild_type,31.18539,7.262093,exp
Wild_type,16.904758,7.2651796,exp
Wild_type,17.99458,7.2793155,exp
Wild_type,29.910803,7.279698,exp
Wild_type,29.14155,7.285813,exp
Wild_type,34.913994,7.2872157,exp
Wild_type,35.5503,7.2935586,exp
Wild_type,39.957165,7.296067,exp
Wild_type,27.318605,7.297392,exp
Wild_type,27.722424,7.3016596,exp
Wild_type,20.306047,7.3025103,exp
Wild_type,43.579967,7.3050313,exp
Wild_type,30.962296,7.305522,exp
Wild_type,31.056753,7.3264894,exp
Wild_type,27.317337,7.3278375,exp
Wild_type,24.740582,7.3279104,exp
Wild_type,21.136248,7.330158,exp
Wild_type,28.856182,7.3313246,exp
Wild_type,32.21224,7.331595,exp
Wild_type,33.342556,7.33442,exp
Wild_type,36.92436,7.335855,exp
Wild_type,42.0317,7.3372154,exp
Wild_type,35.991978,7.337258,exp
Wild_type,24.0807,7.344676,exp
Wild_type,21.566889,7.345006,exp
Wild_type,17.992369,7.347433,exp
Wild_type,43.389393,7.350903,exp
Wild_type,40.01355,7.352056,exp
Wild_type,34.60948,7.35961,exp
Wild_type,20.167221,7.3611293,exp
Wild_type,30.909224,7.361634,exp
Wild_type,31.404352,7.374673,exp
Wild_type,34.82981,7.378039,exp
Wild_type,51.250835,7.3784432,exp
Wild_type,27.110199,7.3797045,exp
Wild_type,28.677969,7.3827267,exp
Wild_type,37.558395,7.4015803,exp
Wild_type,32.137775,7.403513,exp
Wild_type,19.678673,7.407035,exp
Wild_type,28.412384,7.4074593,exp
Wild_type,30.151907,7.4079084,exp
Wild_type,21.027905,7.4086905,exp
Wild_type,23.251833,7.4143405,exp
Wild_type,44.090187,7.414553,exp
Wild_type,23.982141,7.415588,exp
Wild_type,42.10774,7.4168205,exp
Wild_type,19.952236,7.4182515,exp
Wild_type,44.329975,7.4184775,exp
Wild_type,31.23906,7.4213157,exp
Wild_type,27.64586,7.422079,exp
Wild_type,15.062464,7.424982,exp
Wild_type,28.06381,7.427222,exp
Wild_type,21.610617,7.4277644,exp
Wild_type,27.560684,7.4285827,exp
Wild_type,47.64833,7.432807,exp
Wild_type,24.257944,7.4442225,exp
Wild_type,16.398447,7.4511704,exp
Wild_type,23.370396,7.4516077,exp
Wild_type,26.330767,7.4524164,exp
Wild_type,35.873573,7.453889,exp
Wild_type,23.422255,7.4543395,exp
Wild_type,32.960117,7.454706,exp
Wild_type,23.30436,7.4547176,exp
Wild_type,33.654053,7.4628477,exp
Wild_type,31.670498,7.466609,exp
Wild_type,22.778566,7.4693184,exp
Wild_type,23.906322,7.472991,exp
Wild_type,46.094406,7.4785433,exp
Wild_type,30.577723,7.4787464,exp
Wild_type,21.304928,7.491136,exp
Wild_type,31.10647,7.492047,exp
Wild_type,17.265186,7.495943,exp
Wild_type,37.4257,7.4965725,exp
Wild_type,31.02209,7.499643,exp
Wild_type,38.03703,7.5021825,exp
Wild_type,23.09234,7.502264,exp
Wild_type,31.518723,7.5060916,exp
Wild_type,30.406992,7.514276,exp
Wild_type,26.636238,7.5148215,exp
Wild_type,27.04271,7.5160174,exp
Wild_type,17.321905,7.516101,exp
Wild_type,20.092793,7.518053,exp
Wild_type,25.550255,7.519702,exp
Wild_type,30.016224,7.522148,exp
Wild_type,18.45147,7.5236115,exp
Wild_type,39.789005,7.5247993,exp
Wild_type,29.921417,7.5265355,exp
Wild_type,38.532967,7.526819,exp
Wild_type,40.187897,7.5303473,exp
Wild_type,32.648952,7.533948,exp
Wild_type,31.59139,7.5347633,exp
Wild_type,33.85395,7.536085,exp
Wild_type,19.744677,7.540419,exp
Wild_type,34.592117,7.5421658,exp
Wild_type,29.374775,7.5434484,exp
Wild_type,25.513435,7.5521975,exp
Wild_type,25.793886,7.5578346,exp
Wild_type,29.45434,7.559186,exp
Wild_type,25.858526,7.567123,exp
Wild_type,30.268978,7.57149,exp
Wild_type,24.423882,7.57483,exp
Wild_type,26.421783,7.5768113,exp
Wild_type,29.748253,7.582158,exp
Wild_type,25.793287,7.5848203,exp
Wild_type,21.782604,7.586759,exp
Wild_type,35.810486,7.588234,exp
Wild_type,43.226913,7.5915017,exp
Wild_type,41.02359,7.5931487,exp
Wild_type,19.50689,7.5958767,exp
Wild_type,38.45842,7.597873,exp
Wild_type,29.602427,7.598743,exp
Wild_type,62.247623,7.601069,exp
Wild_type,18.030922,7.6066594,exp
Wild_type,18.130548,7.6070266,exp
Wild_type,23.489296,7.6101036,exp
Wild_type,45.02097,7.610184,exp
Wild_type,23.275852,7.6116996,exp
Wild_type,40.77418,7.612569,exp
Wild_type,23.714075,7.6132584,exp
Wild_type,23.403172,7.613966,exp
Wild_type,49.236485,7.6141887,exp
Wild_type,34.980694,7.615805,exp
Wild_type,47.2236,7.6175823,exp
Wild_type,44.397987,7.6182117,exp
Wild_type,32.86772,7.6201906,exp
Wild_type,25.612698,7.6222153,exp
Wild_type,34.39813,7.6242504,exp
Wild_type,27.330399,7.630626,exp
Wild_type,25.751368,7.6347046,exp
Wild_type,26.747438,7.636619,exp
Wild_type,27.382826,7.636976,exp
Wild_type,28.669508,7.637073,exp
Wild_type,25.323019,7.6407003,exp
Wild_type,28.315958,7.6492515,exp
Wild_type,35.91801,7.6505284,exp
Wild_type,33.604733,7.6525464,exp
Wild_type,24.144667,7.6554923,exp
Wild_type,36.48046,7.6566305,exp
Wild_type,48.436253,7.6575265,exp
Wild_type,27.760323,7.6645813,exp
Wild_type,23.149029,7.666361,exp
Wild_type,24.085932,7.6714287,exp
Wild_type,18.980516,7.6721983,exp
Wild_type,27.945953,7.6728334,exp
Wild_type,29.539597,7.6776347,exp
Wild_type,30.080633,7.6779165,exp
Wild_type,26.140606,7.6864033,exp
Wild_type,35.577965,7.6884704,exp
Wild_type,31.456104,7.68947,exp
Wild_type,38.251087,7.6917386,exp
Wild_type,31.370554,7.6924667,exp
Wild_type,23.14909,7.693951,exp
Wild_type,20.340963,7.694473,exp
Wild_type,31.585033,7.6955867,exp
Wild_type,37.267685,7.696601,exp
Wild_type,33.161854,7.696965,exp
Wild_type,28.409006,7.6969714,exp
Wild_type,25.806406,7.6972246,exp
Wild_type,24.998842,7.698297,exp
Wild_type,29.379013,7.700972,exp
Wild_type,20.592543,7.706652,exp
Wild_type,29.592798,7.707023,exp
Wild_type,28.047272,7.707076,exp
Wild_type,46.222782,7.7110214,exp
Wild_type,38.40744,7.7114,exp
Wild_type,31.755205,7.715142,exp
Wild_type,32.839546,7.716378,exp
Wild_type,21.373741,7.718693,exp
Wild_type,24.68587,7.72041,exp
Wild_type,33.26387,7.720729,exp
Wild_type,26.96371,7.725108,exp
Wild_type,34.847916,7.725334,exp
Wild_type,27.528584,7.7288303,exp
Wild_type,36.486485,7.730426,exp
Wild_type,29.493286,7.730977,exp
Wild_type,37.958332,7.734086,exp
Wild_type,41.587357,7.734822,exp
Wild_type,33.816284,7.736632,exp
Wild_type,25.846785,7.7387214,exp
Wild_type,15.2263975,7.7395387,exp
Wild_type,38.23249,7.7408524,exp
Wild_type,40.990215,7.743274,exp
Wild_type,25.411287,7.7438135,exp
Wild_type,25.952082,7.7480526,exp
Wild_type,23.89431,7.7500668,exp
Wild_type,26.651072,7.75533,exp
Wild_type,24.21433,7.7587547,exp
Wild_type,34.83008,7.7682114,exp
Wild_type,19.55152,7.770611,exp
Wild_type,18.087517,7.7746644,exp
Wild_type,35.482178,7.7821603,exp
Wild_type,26.219402,7.7842827,exp
Wild_type,21.809025,7.787976,exp
Wild_type,21.277073,7.788715,exp
Wild_type,23.290232,7.791468,exp
Wild_type,26.60588,7.792684,exp
Wild_type,35.04758,7.793399,exp
Wild_type,25.654596,7.797714,exp
Wild_type,26.479303,7.7992215,exp
Wild_type,27.369837,7.7997513,exp
Wild_type,31.446306,7.802842,exp
Wild_type,59.476032,7.8051414,exp
Wild_type,24.471611,7.8073354,exp
Wild_type,19.124495,7.831528,exp
Wild_type,22.510033,7.8413744,exp
Wild_type,22.901888,7.8431826,exp
Wild_type,21.471624,7.8460536,exp
Wild_type,24.923985,7.848412,exp
Wild_type,29.09965,7.852248,exp
Wild_type,58.076218,7.853398,exp
Wild_type,38.222878,7.854775,exp
Wild_type,28.540174,7.8602843,exp
Wild_type,26.287025,7.867232,exp
Wild_type,29.54721,7.869321,exp
Wild_type,31.91593,7.8699336,exp
Wild_type,36.787018,7.870457,exp
Wild_type,24.007706,7.871243,exp
Wild_type,32.64524,7.8719053,exp
Wild_type,31.077902,7.872349,exp
Wild_type,50.03646,7.8743873,exp
Wild_type,27.548182,7.8759575,exp
Wild_type,14.01892,7.884777,exp
Wild_type,20.968811,7.891067,exp
Wild_type,23.33273,7.8930225,exp
Wild_type,24.300388,7.897111,exp
Wild_type,25.940714,7.89717,exp
Wild_type,27.307226,7.897361,exp
Wild_type,19.692703,7.900761,exp
Wild_type,21.867903,7.903232,exp
Wild_type,27.063965,7.905182,exp
Wild_type,38.00659,7.9072685,exp
Wild_type,22.481806,7.907624,exp
Wild_type,26.234173,7.910231,exp
Wild_type,34.49247,7.9162574,exp
Wild_type,17.973812,7.9171686,exp
Wild_type,22.993362,7.9214406,exp
Wild_type,32.487675,7.9245677,exp
Wild_type,28.775757,7.9253273,exp
Wild_type,37.233437,7.932453,exp
Wild_type,25.134386,7.93454,exp
Wild_type,27.940664,7.938814,exp
Wild_type,21.448572,7.940241,exp
Wild_type,39.94045,7.952804,exp
Wild_type,21.82043,7.9546294,exp
Wild_type,22.467897,7.955019,exp
Wild_type,22.278835,7.9619327,exp
Wild_type,21.636187,7.9667354,exp
Wild_type,19.778269,7.9669914,exp
Wild_type,23.487846,7.9680123,exp
Wild_type,27.786022,7.973674,exp
Wild_type,20.852522,7.9772,exp
Wild_type,17.116302,7.9780917,exp
Wild_type,26.86325,7.985623,exp
Wild_type,26.736141,7.9859705,exp
Wild_type,25.18524,7.988402,exp
Wild_type,33.116207,7.994251,exp
Wild_type,34.852688,7.996493,exp
Wild_type,26.065939,8.00194,exp
Wild_type,28.47077,8.004447,exp
Wild_type,24.987915,8.005092,exp
Wild_type,15.85264,8.006121,exp
Wild_type,27.575138,8.020799,exp
Wild_type,26.886374,8.022111,exp
Wild_type,23.848454,8.026705,exp
Wild_type,27.257437,8.030085,exp
Wild_type,25.389835,8.030151,exp
Wild_type,37.994446,8.031516,exp
Wild_type,25.108147,8.034032,exp
Wild_type,31.228834,8.034093,exp
Wild_type,38.705437,8.042998,exp
Wild_type,43.71439,8.059876,exp
Wild_type,28.267529,8.063729,exp
Wild_type,21.084257,8.064714,exp
Wild_type,25.849874,8.069185,exp
Wild_type,23.371721,8.069511,exp
Wild_type,33.097385,8.0822,exp
Wild_type,34.874783,8.083559,exp
Wild_type,25.294104,8.08428,exp
Wild_type,19.945807,8.084707,exp
Wild_type,33.83571,8.093185,exp
Wild_type,28.618128,8.104602,exp
Wild_type,21.039879,8.105072,exp
Wild_type,17.937092,8.116754,exp
Wild_type,21.327055,8.127699,exp
Wild_type,22.505163,8.1294,exp
Wild_type,22.050026,8.149132,exp
Wild_type,18.640997,8.150288,exp
Wild_type,28.10696,8.156092,exp
Wild_type,27.124165,8.161601,exp
Wild_type,37.44637,8.164126,exp
Wild_type,22.169718,8.166731,exp
Wild_type,32.171886,8.182283,exp
Wild_type,26.42628,8.185225,exp
Wild_type,24.59627,8.186851,exp
Wild_type,18.368605,8.187911,exp
Wild_type,31.022957,8.189441,exp
Wild_type,27.567972,8.198619,exp
Wild_type,28.519327,8.201814,exp
Wild_type,32.127796,8.204575,exp
Wild_type,22.845493,8.211075,exp
Wild_type,26.554504,8.218271,exp
Wild_type,27.153063,8.222545,exp
Wild_type,27.727861,8.232266,exp
Wild_type,29.379278,8.2486,exp
Wild_type,29.248955,8.251738,exp
Wild_type,26.754425,8.253089,exp
Wild_type,32.289604,8.253843,exp
Wild_type,18.796392,8.254315,exp
Wild_type,23.238161,8.257891,exp
Wild_type,29.333101,8.25966,exp
Wild_type,20.57209,8.265271,exp
Wild_type,37.06743,8.285294,exp
Wild_type,24.503025,8.311866,exp
Wild_type,22.77018,8.332111,exp
Wild_type,27.478008,8.336783,exp
Wild_type,18.957392,8.339417,exp
Wild_type,28.171953,8.339859,exp
Wild_type,35.11882,8.343073,exp
Wild_type,47.36899,8.346218,exp
Wild_type,26.00574,8.358394,exp
Wild_type,20.304617,8.369741,exp
Wild_type,27.089977,8.377083,exp
Wild_type,31.459677,8.381722,exp
Wild_type,15.817583,8.384891,exp
Wild_type,25.179108,8.385129,exp
Wild_type,27.749987,8.388037,exp
Wild_type,32.230545,8.402358,exp
Wild_type,30.42231,8.409137,exp
Wild_type,46.05684,8.414411,exp
Wild_type,25.315071,8.419572,exp
Wild_type,36.578236,8.4387665,exp
Wild_type,18.6824,8.467615,exp
Wild_type,42.736813,8.47001,exp
Wild_type,22.12515,8.490874,exp
Wild_type,19.461386,8.535657,exp
Wild_type,48.32655,8.541353,exp
Wild_type,28.51553,8.542339,exp
Wild_type,22.86133,8.555113,exp
Wild_type,32.96341,8.575627,exp
Wild_type,19.983393,8.577897,exp
Wild_type,29.359558,8.580162,exp
Wild_type,21.86381,8.583578,exp
Wild_type,25.11369,8.603376,exp
Wild_type,32.783173,8.604694,exp
Wild_type,36.955425,8.617447,exp
Wild_type,19.787872,8.623737,exp
Wild_type,23.362658,8.63303,exp
Wild_type,27.070929,8.659593,exp
Wild_type,26.147419,8.676361,exp
Wild_type,19.541485,8.690827,exp
Wild_type,29.563442,8.7019615,exp
Wild_type,35.167397,8.724352,exp
Wild_type,22.023125,8.740477,exp
Wild_type,19.84033,8.765409,exp
Wild_type,19.903654,8.829296,exp
Wild_type,25.29697,8.893952,exp
Wild_type,32.13542,9.003345,exp
Wild_type,24.258234,9.041377,exp
Wild_type,37.706078,9.086867,exp
Wild_type,29.12588,9.092002,exp
Wild_type,33.958366,9.136396,exp
Wild_type,24.220442,9.148645,exp
Wild_type,23.277996,9.182357,exp