hour,replicate,strain,wild_type,OD,stress
18,1,yriB,no,0.723,no_stress
18,2,yriB,no,0.72,no_stress
18,2,yriB,no,0.721,no_stress
18,3,yriB,no,0.729,no_stress
18,3,yriB,no,0.758,no_stress
18,4,yriB,no,0.766,no_stress
18,4,yriB,no,0.714,no_stress
19,1,yriB,no,0.746,no_stress
19,1,yriB,no,0.737,no_stress
19,2,yriB,no,0.727,no_stress
19,2,yriB,no,0.735,no_stress
19,3,yriB,no,0.739,no_stress
19,3,yriB,no,0.768,no_stress
19,4,yriB,no,0.774,no_stress
19,4,yriB,no,0.727,no_stress
20,1,yriB,no,0.705,no_stress
20,1,yriB,no,0.728,no_stress
20,2,yriB,no,0.72,no_stress
20,2,yriB,no,0.73,no_stress
20,3,yriB,no,0.734,no_stress
20,3,yriB,no,0.763,no_stress
20,4,yriB,no,0.77,no_stress
20,4,yriB,no,0.717,no_stress
0,1,yriA,no,0.138,no_stress
0,1,yriA,no,0.139,no_stress
0,2,yriA,no,0.139,no_stress
0,2,yriA,no,0.14,no_stress
0,3,yriA,no,0.141,no_stress
0,3,yriA,no,0.143,no_stress
0,4,yriA,no,0.144,no_stress
0,4,yriA,no,0.143,no_stress
1,1,yriA,no,0.175,no_stress
1,1,yriA,no,0.177,no_stress
1,2,yriA,no,0.182,no_stress
1,2,yriA,no,0.188,no_stress
1,3,yriA,no,0.185,no_stress
1,3,yriA,no,0.182,no_stress
1,4,yriA,no,0.178,no_stress
1,4,yriA,no,0.192,no_stress
2,1,yriA,no,0.224,no_stress
2,1,yriA,no,0.223,no_stress
2,2,yriA,no,0.225,no_stress
2,2,yriA,no,0.231,no_stress
2,3,yriA,no,0.241,no_stress
2,3,yriA,no,0.24,no_stress
2,4,yriA,no,0.231,no_stress
2,4,yriA,no,0.234,no_stress
3,1,yriA,no,0.289,no_stress
3,1,yriA,no,0.301,no_stress
3,2,yriA,no,0.313,no_stress
3,2,yriA,no,0.316,no_stress
3,3,yriA,no,0.324,no_stress
3,3,yriA,no,0.322,no_stress
3,4,yriA,no,0.313,no_stress
3,4,yriA,no,0.304,no_stress
4,1,yriA,no,0.457,no_stress
4,1,yriA,no,0.446,no_stress
4,2,yriA,no,0.438,no_stress
4,2,yriA,no,0.421,no_stress
4,3,yriA,no,0.495,no_stress
4,3,yriA,no,0.496,no_stress
4,4,yriA,no,0.471,no_stress
4,4,yriA,no,0.477,no_stress
5,1,yriA,no,0.608,no_stress
5,1,yriA,no,0.603,no_stress
5,2,yriA,no,0.57,no_stress
5,2,yriA,no,0.597,no_stress
5,3,yriA,no,0.595,no_stress
5,3,yriA,no,0.584,no_stress
5,4,yriA,no,0.551,no_stress
5,4,yriA,no,0.655,no_stress
6,1,yriA,no,0.641,no_stress
6,1,yriA,no,0.655,no_stress
6,2,yriA,no,0.628,no_stress
6,2,yriA,no,0.665,no_stress
6,3,yriA,no,0.657,no_stress
6,3,yriA,no,0.65,no_stress
6,4,yriA,no,0.635,no_stress
6,4,yriA,no,0.71,no_stress
7,1,yriA,no,0.669,no_stress
7,1,yriA,no,0.689,no_stress
7,2,yriA,no,0.678,no_stress
7,2,yriA,no,0.719,no_stress
7,3,yriA,no,0.7,no_stress
7,3,yriA,no,0.699,no_stress
7,4,yriA,no,0.714,no_stress
7,4,yriA,no,0.765,no_stress
8,1,yriA,no,0.709,no_stress
8,1,yriA,no,0.725,no_stress
8,2,yriA,no,0.711,no_stress
8,2,yriA,no,0.728,no_stress
8,3,yriA,no,0.721,no_stress
8,3,yriA,no,0.725,no_stress
8,4,yriA,no,0.739,no_stress
8,4,yriA,no,0.806,no_stress
9,1,yriA,no,0.726,no_stress
9,1,yriA,no,0.73,no_stress
9,2,yriA,no,0.706,no_stress
9,2,yriA,no,0.705,no_stress
9,3,yriA,no,0.698,no_stress
9,3,yriA,no,0.715,no_stress
9,4,yriA,no,0.718,no_stress
9,4,yriA,no,0.804,no_stress
10,1,yriA,no,0.73,no_stress
10,1,yriA,no,0.719,no_stress
10,2,yriA,no,0.684,no_stress
10,2,yriA,no,0.697,no_stress
10,3,yriA,no,0.695,no_stress
10,3,yriA,no,0.706,no_stress
10,4,yriA,no,0.724,no_stress
10,4,yriA,no,0.787,no_stress
11,1,yriA,no,0.712,no_stress
11,1,yriA,no,0.699,no_stress
11,2,yriA,no,0.678,no_stress
11,2,yriA,no,0.718,no_stress
11,3,yriA,no,0.71,no_stress
11,3,yriA,no,0.729,no_stress
11,4,yriA,no,0.746,no_stress
11,4,yriA,no,0.777,no_stress
12,1,yriA,no,0.708,no_stress
12,1,yriA,no,0.692,no_stress
12,2,yriA,no,0.68,no_stress
12,2,yriA,no,0.722,no_stress
12,3,yriA,no,0.72,no_stress
12,3,yriA,no,0.728,no_stress
12,4,yriA,no,0.743,no_stress
12,4,yriA,no,0.783,no_stress
13,1,yriA,no,0.671,no_stress
13,1,yriA,no,0.703,no_stress
13,2,yriA,no,0.687,no_stress
13,2,yriA,no,0.726,no_stress
13,3,yriA,no,0.72,no_stress
13,3,yriA,no,0.731,no_stress
13,4,yriA,no,0.733,no_stress
13,4,yriA,no,0.785,no_stress
14,1,yriA,no,0.663,no_stress
14,1,yriA,no,0.707,no_stress
14,2,yriA,no,0.691,no_stress
14,2,yriA,no,0.734,no_stress
14,3,yriA,no,0.729,no_stress
14,3,yriA,no,0.74,no_stress
14,4,yriA,no,0.743,no_stress
14,4,yriA,no,0.787,no_stress
15,1,yriA,no,0.631,no_stress
15,1,yriA,no,0.708,no_stress
15,2,yriA,no,0.706,no_stress
15,2,yriA,no,0.733,no_stress
15,3,yriA,no,0.735,no_stress
15,3,yriA,no,0.739,no_stress
15,4,yriA,no,0.749,no_stress
15,4,yriA,no,0.792,no_stress
16,1,yriA,no,0.615,no_stress
16,1,yriA,no,0.713,no_stress
16,2,yriA,no,0.704,no_stress
16,2,yriA,no,0.735,no_stress
16,3,yriA,no,0.736,no_stress
16,3,yriA,no,0.741,no_stress
16,4,yriA,no,0.756,no_stress
16,4,yriA,no,0.794,no_stress
17,1,yriA,no,0.605,no_stress
17,1,yriA,no,0.739,no_stress
17,2,yriA,no,0.713,no_stress
17,2,yriA,no,0.744,no_stress
17,3,yriA,no,0.739,no_stress
17,3,yriA,no,0.742,no_stress
17,4,yriA,no,0.77,no_stress
17,4,yriA,no,0.802,no_stress
18,1,yriA,no,0.609,no_stress
18,1,yriA,no,0.742,no_stress
18,2,yriA,no,0.714,no_stress
18,2,yriA,no,0.74,no_stress
18,3,yriA,no,0.739,no_stress
18,3,yriA,no,0.751,no_stress
18,4,yriA,no,0.777,no_stress
18,4,yriA,no,0.781,no_stress
19,1,yriA,no,0.611,no_stress
19,1,yriA,no,0.755,no_stress
19,2,yriA,no,0.736,no_stress
19,2,yriA,no,0.744,no_stress
19,3,yriA,no,0.748,no_stress
19,3,yriA,no,0.759,no_stress
19,4,yriA,no,0.792,no_stress
19,4,yriA,no,0.803,no_stress
20,1,yriA,no,0.623,no_stress
20,1,yriA,no,0.752,no_stress
20,2,yriA,no,0.727,no_stress
20,2,yriA,no,0.741,no_stress
20,3,yriA,no,0.743,no_stress
20,3,yriA,no,0.764,no_stress
20,4,yriA,no,0.786,no_stress
20,4,yriA,no,0.782,no_stress
0,1,yriB(yriA_TAA),no,0.13,stress
0,2,yriB(yriA_TAA),no,0.127,stress
0,3,yriB(yriA_TAA),no,0.126,stress
0,4,yriB(yriA_TAA),no,0.125,stress
0,5,yriB(yriA_TAA),no,0.132,stress
0,6,yriB(yriA_TAA),no,0.131,stress
0,7,yriB(yriA_TAA),no,0.129,stress
0,8,yriB(yriA_TAA),no,0.126,stress
1,1,yriB(yriA_TAA),no,0.173,stress
1,2,yriB(yriA_TAA),no,0.167,stress
1,3,yriB(yriA_TAA),no,0.163,stress
1,4,yriB(yriA_TAA),no,0.157,stress
1,5,yriB(yriA_TAA),no,0.171,stress
1,6,yriB(yriA_TAA),no,0.166,stress
1,7,yriB(yriA_TAA),no,0.162,stress
1,8,yriB(yriA_TAA),no,0.16,stress
2,1,yriB(yriA_TAA),no,0.224,stress
2,2,yriB(yriA_TAA),no,0.233,stress
2,3,yriB(yriA_TAA),no,0.208,stress
2,4,yriB(yriA_TAA),no,0.22,stress
2,5,yriB(yriA_TAA),no,0.24,stress
2,6,yriB(yriA_TAA),no,0.234,stress
2,7,yriB(yriA_TAA),no,0.217,stress
2,8,yriB(yriA_TAA),no,0.214,stress
3,1,yriB(yriA_TAA),no,0.29,stress
3,2,yriB(yriA_TAA),no,0.293,stress
3,3,yriB(yriA_TAA),no,0.273,stress
3,4,yriB(yriA_TAA),no,0.29,stress
3,5,yriB(yriA_TAA),no,0.302,stress
3,6,yriB(yriA_TAA),no,0.295,stress
3,7,yriB(yriA_TAA),no,0.27,stress
3,8,yriB(yriA_TAA),no,0.307,stress
4,1,yriB(yriA_TAA),no,0.372,stress
4,2,yriB(yriA_TAA),no,0.38,stress
4,3,yriB(yriA_TAA),no,0.36,stress
4,4,yriB(yriA_TAA),no,0.376,stress
4,5,yriB(yriA_TAA),no,0.397,stress
4,6,yriB(yriA_TAA),no,0.39,stress
4,7,yriB(yriA_TAA),no,0.359,stress
4,8,yriB(yriA_TAA),no,0.386,stress
5,1,yriB(yriA_TAA),no,0.437,stress
5,2,yriB(yriA_TAA),no,0.447,stress
5,3,yriB(yriA_TAA),no,0.434,stress
5,4,yriB(yriA_TAA),no,0.474,stress
5,5,yriB(yriA_TAA),no,0.46,stress
5,6,yriB(yriA_TAA),no,0.458,stress
5,7,yriB(yriA_TAA),no,0.462,stress
5,8,yriB(yriA_TAA),no,0.486,stress
6,1,yriB(yriA_TAA),no,0.484,stress
6,2,yriB(yriA_TAA),no,0.471,stress
6,3,yriB(yriA_TAA),no,0.47,stress
6,4,yriB(yriA_TAA),no,0.522,stress
6,5,yriB(yriA_TAA),no,0.505,stress
6,6,yriB(yriA_TAA),no,0.514,stress
6,7,yriB(yriA_TAA),no,0.518,stress
6,8,yriB(yriA_TAA),no,0.548,stress
7,1,yriB(yriA_TAA),no,0.538,stress
7,2,yriB(yriA_TAA),no,0.538,stress
7,3,yriB(yriA_TAA),no,0.524,stress
7,4,yriB(yriA_TAA),no,0.528,stress
7,5,yriB(yriA_TAA),no,0.595,stress
7,6,yriB(yriA_TAA),no,0.62,stress
7,7,yriB(yriA_TAA),no,0.584,stress
7,8,yriB(yriA_TAA),no,0.563,stress
8,1,yriB(yriA_TAA),no,0.589,stress
8,2,yriB(yriA_TAA),no,0.587,stress
8,3,yriB(yriA_TAA),no,0.559,stress
8,4,yriB(yriA_TAA),no,0.539,stress
8,5,yriB(yriA_TAA),no,0.663,stress
8,6,yriB(yriA_TAA),no,0.712,stress
8,7,yriB(yriA_TAA),no,0.608,stress
8,8,yriB(yriA_TAA),no,0.572,stress
9,1,yriB(yriA_TAA),no,0.648,stress
9,2,yriB(yriA_TAA),no,0.645,stress
9,3,yriB(yriA_TAA),no,0.635,stress
9,4,yriB(yriA_TAA),no,0.548,stress
9,5,yriB(yriA_TAA),no,0.729,stress
9,6,yriB(yriA_TAA),no,0.768,stress
9,7,yriB(yriA_TAA),no,0.696,stress
9,8,yriB(yriA_TAA),no,0.606,stress
10,1,yriB(yriA_TAA),no,0.667,stress
10,2,yriB(yriA_TAA),no,0.671,stress
10,3,yriB(yriA_TAA),no,0.706,stress
10,4,yriB(yriA_TAA),no,0.57,stress
10,5,yriB(yriA_TAA),no,0.769,stress
10,6,yriB(yriA_TAA),no,0.817,stress
10,7,yriB(yriA_TAA),no,0.761,stress
10,8,yriB(yriA_TAA),no,0.676,stress
11,1,yriB(yriA_TAA),no,0.691,stress
11,2,yriB(yriA_TAA),no,0.674,stress
11,3,yriB(yriA_TAA),no,0.732,stress
11,4,yriB(yriA_TAA),no,0.596,stress
11,5,yriB(yriA_TAA),no,0.795,stress
11,6,yriB(yriA_TAA),no,0.837,stress
11,7,yriB(yriA_TAA),no,0.794,stress
11,8,yriB(yriA_TAA),no,0.749,stress
12,1,yriB(yriA_TAA),no,0.727,stress
12,2,yriB(yriA_TAA),no,0.676,stress
12,3,yriB(yriA_TAA),no,0.73,stress
12,4,yriB(yriA_TAA),no,0.625,stress
12,5,yriB(yriA_TAA),no,0.797,stress
12,6,yriB(yriA_TAA),no,0.83,stress
12,7,yriB(yriA_TAA),no,0.789,stress
12,8,yriB(yriA_TAA),no,0.804,stress
13,1,yriB(yriA_TAA),no,0.75,stress
13,2,yriB(yriA_TAA),no,0.687,stress
13,3,yriB(yriA_TAA),no,0.745,stress
13,4,yriB(yriA_TAA),no,0.659,stress
13,5,yriB(yriA_TAA),no,0.825,stress
13,6,yriB(yriA_TAA),no,0.845,stress
13,7,yriB(yriA_TAA),no,0.805,stress
13,8,yriB(yriA_TAA),no,0.862,stress
14,1,yriB(yriA_TAA),no,0.755,stress
14,2,yriB(yriA_TAA),no,0.724,stress
14,3,yriB(yriA_TAA),no,0.764,stress
14,4,yriB(yriA_TAA),no,0.706,stress
14,5,yriB(yriA_TAA),no,0.885,stress
14,6,yriB(yriA_TAA),no,0.903,stress
14,7,yriB(yriA_TAA),no,0.835,stress
14,8,yriB(yriA_TAA),no,0.913,stress
15,1,yriB(yriA_TAA),no,0.753,stress
15,2,yriB(yriA_TAA),no,0.726,stress
15,3,yriB(yriA_TAA),no,0.757,stress
15,4,yriB(yriA_TAA),no,0.734,stress
15,5,yriB(yriA_TAA),no,0.867,stress
15,6,yriB(yriA_TAA),no,0.894,stress
15,7,yriB(yriA_TAA),no,0.83,stress
15,8,yriB(yriA_TAA),no,0.929,stress
16,1,yriB(yriA_TAA),no,0.768,stress
16,2,yriB(yriA_TAA),no,0.702,stress
16,3,yriB(yriA_TAA),no,0.731,stress
16,4,yriB(yriA_TAA),no,0.737,stress
16,5,yriB(yriA_TAA),no,0.829,stress
16,6,yriB(yriA_TAA),no,0.85,stress
16,7,yriB(yriA_TAA),no,0.813,stress
16,8,yriB(yriA_TAA),no,0.911,stress
17,1,yriB(yriA_TAA),no,0.771,stress
17,2,yriB(yriA_TAA),no,0.739,stress
17,3,yriB(yriA_TAA),no,0.766,stress
17,4,yriB(yriA_TAA),no,0.802,stress
17,5,yriB(yriA_TAA),no,0.87,stress
17,6,yriB(yriA_TAA),no,0.9,stress
17,7,yriB(yriA_TAA),no,0.861,stress
17,8,yriB(yriA_TAA),no,0.958,stress
18,1,yriB(yriA_TAA),no,0.788,stress
18,2,yriB(yriA_TAA),no,0.74,stress
18,3,yriB(yriA_TAA),no,0.768,stress
18,4,yriB(yriA_TAA),no,0.809,stress
18,5,yriB(yriA_TAA),no,0.863,stress
18,6,yriB(yriA_TAA),no,0.891,stress
18,7,yriB(yriA_TAA),no,0.866,stress
18,8,yriB(yriA_TAA),no,0.992,stress
19,1,yriB(yriA_TAA),no,0.789,stress
19,2,yriB(yriA_TAA),no,0.757,stress
19,3,yriB(yriA_TAA),no,0.778,stress
19,4,yriB(yriA_TAA),no,0.826,stress
19,5,yriB(yriA_TAA),no,0.869,stress
19,6,yriB(yriA_TAA),no,0.9,stress
19,7,yriB(yriA_TAA),no,0.882,stress
19,8,yriB(yriA_TAA),no,0.988,stress
20,1,yriB(yriA_TAA),no,0.809,stress
20,2,yriB(yriA_TAA),no,0.764,stress
20,3,yriB(yriA_TAA),no,0.783,stress
20,4,yriB(yriA_TAA),no,0.833,stress
20,5,yriB(yriA_TAA),no,0.874,stress
20,6,yriB(yriA_TAA),no,0.901,stress
20,7,yriB(yriA_TAA),no,0.891,stress
20,8,yriB(yriA_TAA),no,0.975,stress
0,1,yriB(yriA_TAA),no,0.13,no_stress
0,1,yriB(yriA_TAA),no,0.128,no_stress
0,2,yriB(yriA_TAA),no,0.131,no_stress
0,2,yriB(yriA_TAA),no,0.128,no_stress
0,3,yriB(yriA_TAA),no,0.143,no_stress
0,3,yriB(yriA_TAA),no,0.141,no_stress
0,4,yriB(yriA_TAA),no,0.141,no_stress
0,4,yriB(yriA_TAA),no,0.144,no_stress
1,1,yriB(yriA_TAA),no,0.155,no_stress
1,1,yriB(yriA_TAA),no,0.151,no_stress
1,2,yriB(yriA_TAA),no,0.158,no_stress
1,2,yriB(yriA_TAA),no,0.146,no_stress
1,3,yriB(yriA_TAA),no,0.178,no_stress
1,3,yriB(yriA_TAA),no,0.178,no_stress
1,4,yriB(yriA_TAA),no,0.18,no_stress
1,4,yriB(yriA_TAA),no,0.181,no_stress
2,1,yriB(yriA_TAA),no,0.191,no_stress
2,1,yriB(yriA_TAA),no,0.18,no_stress
2,2,yriB(yriA_TAA),no,0.191,no_stress
2,2,yriB(yriA_TAA),no,0.172,no_stress
2,3,yriB(yriA_TAA),no,0.23,no_stress
2,3,yriB(yriA_TAA),no,0.229,no_stress
2,4,yriB(yriA_TAA),no,0.225,no_stress
2,4,yriB(yriA_TAA),no,0.241,no_stress
3,1,yriB(yriA_TAA),no,0.231,no_stress
3,1,yriB(yriA_TAA),no,0.218,no_stress
3,2,yriB(yriA_TAA),no,0.233,no_stress
3,2,yriB(yriA_TAA),no,0.204,no_stress
3,3,yriB(yriA_TAA),no,0.293,no_stress
3,3,yriB(yriA_TAA),no,0.292,no_stress
3,4,yriB(yriA_TAA),no,0.286,no_stress
3,4,yriB(yriA_TAA),no,0.322,no_stress
4,1,yriB(yriA_TAA),no,0.326,no_stress
4,1,yriB(yriA_TAA),no,0.307,no_stress
4,2,yriB(yriA_TAA),no,0.323,no_stress
4,2,yriB(yriA_TAA),no,0.278,no_stress
4,3,yriB(yriA_TAA),no,0.392,no_stress
4,3,yriB(yriA_TAA),no,0.397,no_stress
4,4,yriB(yriA_TAA),no,0.391,no_stress
4,4,yriB(yriA_TAA),no,0.422,no_stress
5,1,yriB(yriA_TAA),no,0.435,no_stress
5,1,yriB(yriA_TAA),no,0.418,no_stress
5,2,yriB(yriA_TAA),no,0.453,no_stress
5,2,yriB(yriA_TAA),no,0.377,no_stress
5,3,yriB(yriA_TAA),no,0.524,no_stress
5,3,yriB(yriA_TAA),no,0.525,no_stress
5,4,yriB(yriA_TAA),no,0.581,no_stress
5,4,yriB(yriA_TAA),no,0.61,no_stress
6,1,yriB(yriA_TAA),no,0.628,no_stress
6,1,yriB(yriA_TAA),no,0.617,no_stress
6,2,yriB(yriA_TAA),no,0.655,no_stress
6,2,yriB(yriA_TAA),no,0.594,no_stress
6,3,yriB(yriA_TAA),no,0.622,no_stress
6,3,yriB(yriA_TAA),no,0.626,no_stress
6,4,yriB(yriA_TAA),no,0.699,no_stress
6,4,yriB(yriA_TAA),no,0.767,no_stress
7,1,yriB(yriA_TAA),no,0.695,no_stress
7,1,yriB(yriA_TAA),no,0.659,no_stress
7,2,yriB(yriA_TAA),no,0.683,no_stress
7,2,yriB(yriA_TAA),no,0.668,no_stress
7,3,yriB(yriA_TAA),no,0.668,no_stress
7,3,yriB(yriA_TAA),no,0.686,no_stress
7,4,yriB(yriA_TAA),no,0.698,no_stress
7,4,yriB(yriA_TAA),no,0.787,no_stress
8,1,yriB(yriA_TAA),no,0.696,no_stress
8,1,yriB(yriA_TAA),no,0.662,no_stress
8,2,yriB(yriA_TAA),no,0.688,no_stress
8,2,yriB(yriA_TAA),no,0.669,no_stress
8,3,yriB(yriA_TAA),no,0.69,no_stress
8,3,yriB(yriA_TAA),no,0.702,no_stress
8,4,yriB(yriA_TAA),no,0.717,no_stress
8,4,yriB(yriA_TAA),no,0.787,no_stress
9,1,yriB(yriA_TAA),no,0.696,no_stress
9,1,yriB(yriA_TAA),no,0.69,no_stress
9,2,yriB(yriA_TAA),no,0.709,no_stress
9,2,yriB(yriA_TAA),no,0.685,no_stress
9,3,yriB(yriA_TAA),no,0.719,no_stress
9,3,yriB(yriA_TAA),no,0.732,no_stress
9,4,yriB(yriA_TAA),no,0.745,no_stress
9,4,yriB(yriA_TAA),no,0.803,no_stress
10,1,yriB(yriA_TAA),no,0.691,no_stress
10,1,yriB(yriA_TAA),no,0.715,no_stress
10,2,yriB(yriA_TAA),no,0.723,no_stress
10,2,yriB(yriA_TAA),no,0.701,no_stress
10,3,yriB(yriA_TAA),no,0.75,no_stress
10,3,yriB(yriA_TAA),no,0.764,no_stress
10,4,yriB(yriA_TAA),no,0.772,no_stress
10,4,yriB(yriA_TAA),no,0.807,no_stress
11,1,yriB(yriA_TAA),no,0.71,no_stress
11,1,yriB(yriA_TAA),no,0.725,no_stress
11,2,yriB(yriA_TAA),no,0.748,no_stress
11,2,yriB(yriA_TAA),no,0.717,no_stress
11,3,yriB(yriA_TAA),no,0.787,no_stress
11,3,yriB(yriA_TAA),no,0.796,no_stress
11,4,yriB(yriA_TAA),no,0.794,no_stress
11,4,yriB(yriA_TAA),no,0.837,no_stress
12,1,yriB(yriA_TAA),no,0.72,no_stress
12,1,yriB(yriA_TAA),no,0.69,no_stress
12,2,yriB(yriA_TAA),no,0.761,no_stress
12,2,yriB(yriA_TAA),no,0.733,no_stress
12,3,yriB(yriA_TAA),no,0.772,no_stress
12,3,yriB(yriA_TAA),no,0.773,no_stress
12,4,yriB(yriA_TAA),no,0.763,no_stress
12,4,yriB(yriA_TAA),no,0.838,no_stress
13,1,yriB(yriA_TAA),no,0.739,no_stress
13,1,yriB(yriA_TAA),no,0.671,no_stress
13,2,yriB(yriA_TAA),no,0.753,no_stress
13,2,yriB(yriA_TAA),no,0.762,no_stress
13,3,yriB(yriA_TAA),no,0.758,no_stress
13,3,yriB(yriA_TAA),no,0.761,no_stress
13,4,yriB(yriA_TAA),no,0.748,no_stress
13,4,yriB(yriA_TAA),no,0.845,no_stress
14,1,yriB(yriA_TAA),no,0.759,no_stress
14,1,yriB(yriA_TAA),no,0.663,no_stress
14,2,yriB(yriA_TAA),no,0.738,no_stress
14,2,yriB(yriA_TAA),no,0.756,no_stress
14,3,yriB(yriA_TAA),no,0.749,no_stress
14,3,yriB(yriA_TAA),no,0.748,no_stress
14,4,yriB(yriA_TAA),no,0.749,no_stress
14,4,yriB(yriA_TAA),no,0.855,no_stress
15,1,yriB(yriA_TAA),no,0.777,no_stress
15,1,yriB(yriA_TAA),no,0.662,no_stress
15,2,yriB(yriA_TAA),no,0.72,no_stress
15,2,yriB(yriA_TAA),no,0.735,no_stress
15,3,yriB(yriA_TAA),no,0.744,no_stress
15,3,yriB(yriA_TAA),no,0.746,no_stress
15,4,yriB(yriA_TAA),no,0.751,no_stress
15,4,yriB(yriA_TAA),no,0.87,no_stress
16,1,yriB(yriA_TAA),no,0.789,no_stress
16,1,yriB(yriA_TAA),no,0.666,no_stress
16,2,yriB(yriA_TAA),no,0.711,no_stress
16,2,yriB(yriA_TAA),no,0.716,no_stress
16,3,yriB(yriA_TAA),no,0.742,no_stress
16,3,yriB(yriA_TAA),no,0.747,no_stress
16,4,yriB(yriA_TAA),no,0.754,no_stress
16,4,yriB(yriA_TAA),no,0.876,no_stress
17,1,yriB(yriA_TAA),no,0.804,no_stress
17,1,yriB(yriA_TAA),no,0.669,no_stress
17,2,yriB(yriA_TAA),no,0.706,no_stress
17,2,yriB(yriA_TAA),no,0.705,no_stress
17,3,yriB(yriA_TAA),no,0.744,no_stress
17,3,yriB(yriA_TAA),no,0.746,no_stress
17,4,yriB(yriA_TAA),no,0.757,no_stress
17,4,yriB(yriA_TAA),no,0.883,no_stress
18,1,yriB(yriA_TAA),no,0.817,no_stress
18,1,yriB(yriA_TAA),no,0.674,no_stress
18,2,yriB(yriA_TAA),no,0.704,no_stress
18,2,yriB(yriA_TAA),no,0.706,no_stress
18,3,yriB(yriA_TAA),no,0.747,no_stress
18,3,yriB(yriA_TAA),no,0.748,no_stress
18,4,yriB(yriA_TAA),no,0.765,no_stress
18,4,yriB(yriA_TAA),no,0.887,no_stress
19,1,yriB(yriA_TAA),no,0.828,no_stress
19,1,yriB(yriA_TAA),no,0.677,no_stress
19,2,yriB(yriA_TAA),no,0.704,no_stress
19,2,yriB(yriA_TAA),no,0.707,no_stress
19,3,yriB(yriA_TAA),no,0.752,no_stress
19,3,yriB(yriA_TAA),no,0.755,no_stress
19,4,yriB(yriA_TAA),no,0.775,no_stress
19,4,yriB(yriA_TAA),no,0.892,no_stress
20,1,yriB(yriA_TAA),no,0.838,no_stress
20,1,yriB(yriA_TAA),no,0.678,no_stress
20,2,yriB(yriA_TAA),no,0.702,no_stress
20,2,yriB(yriA_TAA),no,0.705,no_stress
20,3,yriB(yriA_TAA),no,0.749,no_stress
20,3,yriB(yriA_TAA),no,0.755,no_stress
20,4,yriB(yriA_TAA),no,0.776,no_stress
20,4,yriB(yriA_TAA),no,0.898,no_stress